accession	input_id	mass
P39933	P39933	50027
P39938	P39938	13505
P39939	P39939	13447
P39953	P39953	36961
P39954	P39954	49126
P39970	P39970	54592
P39980	P39980	70562
P39983	P39983	27229
P39987	P39987	70084
P39988	P39988	35559
P39994	P39994	61288
P40003	P40003	31365
P40004	P40004	39266
P40005	P40005	12994
P40007	P40007	26901
P40012	P40012	59703
P40017	P40017	103334
P40019	P40019	17463
P40020	P40020	98812
P40023	P40023	16071
P40025	P40025	37719
P40026	P40026	53772
P40029	P40029	21141
P40030	P40030	17135
P40031	P40031	16598
P40033	P40033	15835
P40035	P40035	33528
P40038	P40038	47007
P40040	P40040	24138
P40043	P40043	18989
P40051	P40051	57990
P40071	P40071	81546
P40074	P40074	48840
P40077	P40077	63999
P40079	P40079	40794
P40080	P40080	23489
P40085	P40085	64794
P40088	P40088	45722
P40092	P40092	14996
P40099	P40099	24059
P40105	P40105	190503
P40154	P40154	36154
P40165	P40165	27521
P40169	P40169	34081
P40185	P40185	15908
P40207	P40207	27921
P40260	P40260	54202
P40310	P40310	77408
P40312	P40312	13297
P40314	P40314	16620
P40347	P40347	18675
P40350	P40350	38347
P40351	P40351	67385
P40363	P40363	33934
P40366	P40366	18793
P40413	P40413	61914
P40433	P40433	93417
P40442	P40442	99736
P40445	P40445	61898
P40452	P40452	22044
P40459	P40459	35032
P40467	P40467	108781
P40468	P40468	269858
P40473	P40473	39498
P40474	P40474	59618
P40475	P40475	61759
P40480	P40480	123556
P40481	P40481	42515
P40486	P40486	59151
P40493	P40493	39402
P40499	P40499	56333
P40504	P40504	61438
P40512	P40512	51288
P40513	P40513	30132
P40517	P40517	36054
P40518	P40518	17134
P40522	P40522	71421
P40528	P40528	104218
P40532	P40532	16508
P40549	P40549	72410
P40550	P40550	160538
P40552	P40552	26308
P40555	P40555	24846
P40566	P40566	86979
P40567	P40567	12830
P40574	P40574	28386
P40576	P40576	24597
P40578	P40578	127055
P40580	P40580	28804
P40582	P40582	26795
P40583	P40583	58214
P40856	P40856	121403
P40858	P40858	18387
P40884	P40884	67557
P40885	P40885	62858
P40886	P40886	63493
P40890	P40890	174402
P40960	P40960	60074
P40965	P40965	99225
P40971	P40971	89397
P40975	P40975	4848
P40985	P40985	103457
P40986	P40986	57147
P41057	P41057	6661
P41058	P41058	6728
P41544	P41544	23716
P41733	P41733	44741
P41734	P41734	27346
P41806	P41806	8435
P41814	P41814	54389
P41815	P41815	67365
P41817	P41817	34654
P41818	P41818	26649
P41819	P41819	35951
P41903	P41903	40260
P41910	P41910	44733
P41912	P41912	26542
P41930	P41930	52545
P41940	P41940	39566
P42826	P42826	68321
P42833	P42833	60979
P42841	P42841	53143
P42843	P42843	88942
P42846	P42846	68654
P42847	P42847	24563
P42900	P42900	73257
P42934	P42934	88026
P42937	P42937	17249
P42938	P42938	33337
P42944	P42944	60520
P42950	P42950	70382
P43124	P43124	46121
P43544	P43544	25132
P43545	P43545	32019
P43549	P43549	70507
P43550	P43550	62135
P43551	P43551	53240
P43553	P43553	96684
P43554	P43554	70276
P43556	P43556	82209
P43560	P43560	76347
P43568	P43568	42186
P43569	P43569	33090
P43574	P43574	56328
P43577	P43577	18135
P43579	P43579	78753
P43581	P43581	60662
P43582	P43582	22655
P43589	P43589	52167
P43596	P43596	90897
P43606	P43606	76286
P43610	P43610	96966
P43614	P43614	23555
P43619	P43619	32365
P43623	P43623	36971
P43634	P43634	74393
P43638	P43638	155207
P45976	P45976	35777
P46670	P46670	30709
P46671	P46671	24032
P46683	P46683	22356
P46784	P46784	12738
P46950	P46950	61293
P46954	P46954	96005
P46956	P46956	34882
P46961	P46961	32577
P46965	P46965	10819
P46969	P46969	25967
P46970	P46970	119967
P46974	P46974	155063
P46982	P46982	67204
P46988	P46988	12782
P46992	P46992	42958
P47019	P47019	19287
P47030	P47030	68768
P47031	P47031	82536
P47040	P47040	46383
P47052	P47052	69382
P47055	P47055	24843
P47064	P47064	21938
P47149	P47149	23640
P47167	P47167	27568
P53202	P53202	86115
P53900	P53900	15180
P53935	P53935	141514
Q02206	Q02206	72291
P47056	P47056	24746
P47079	P47079	61662
P47088	P47088	47166
P47089	P47089	22495
P47095	P47095	27427
P47108	P47108	135118
P47117	P47117	49542
P47118	P47118	16076
P47123	P47123	24307
P47125	P47125	50775
P47133	P47133	33855
P47135	P47135	120374
P47137	P47137	32344
P47138	P47138	20027
P47147	P47147	80152
P47150	P47150	27816
P47161	P47161	92018
P47168	P47168	48649
P47179	P47179	118360
P47180	P47180	37287
P47185	P47185	62920
P47771	P47771	55188
P47988	P47988	86833
P48015	P48015	44469
P48232	P48232	11461
P48234	P48234	81734
P48239	P48239	41301
P48361	P48361	126864
P48363	P48363	23115
P48365	P48365	87306
P48525	P48525	61603
P48527	P48527	55287
P48565	P48565	61532
P48567	P48567	45273
P48570	P48570	47099
P48589	P48589	15472
P48606	P48606	12379
P48743	P48743	90584
P49090	P49090	64593
P49167	P49167	8827
P49367	P49367	75151
P49954	P49954	32549
P49960	P49960	50849
P50077	P50077	234599
P50080	P50080	67169
P50086	P50086	25616
P50109	P50109	65584
P50276	P50276	63221
P50277	P50277	53709
P50278	P50278	35653
P50896	P50896	95348
P50944	P50944	80026
P50946	P50946	27205
P51401	P51401	21657
P51533	P51533	176461
P51534	P51534	89553
P51998	P51998	31970
P52492	P52492	17753
P52867	P52867	84776
P52868	P52868	33237
P52892	P52892	56770
P52893	P52893	66422
P52919	P52919	37354
P52923	P52923	41335
P53059	P53059	64853
P53062	P53062	22807
P53065	P53065	45947
P53070	P53070	74215
P53073	P53073	21460
P53075	P53075	66862
P53080	P53080	19238
P53094	P53094	166971
P53101	P53101	51828
P53102	P53102	26083
P53107	P53107	50296
P53108	P53108	34843
P53111	P53111	38083
P53121	P53121	90761
P53123	P53123	37423
P53124	P53124	48584
P53125	P53125	145643
P53128	P53128	68560
P53136	P53136	51907
P53153	P53153	32112
P53158	P53158	24442
P53167	P53167	41891
P53169	P53169	73102
P53174	P53174	27250
P53177	P53177	30806
P53179	P53179	60864
P53185	P53185	102371
P53187	P53187	24479
P53188	P53188	14417
P53189	P53189	56447
P53206	P53206	42801
P53214	P53214	57528
P53220	P53220	27206
P53221	P53221	14235
P53226	P53226	60751
P53228	P53228	37254
P53233	P53233	42823
P53235	P53235	71305
P53237	P53237	28136
P53239	P53239	35650
P53244	P53244	65477
P53246	P53246	98109
P53258	P53258	109259
P53260	P53260	20787
P53273	P53273	116971
P53280	P53280	128780
P53283	P53283	67589
P53295	P53295	41006
P53306	P53306	70354
P53312	P53312	46901
P53313	P53313	86618
P53320	P53320	40763
P53322	P53322	60135
P53331	P53331	62849
P53332	P53332	34307
P53333	P53333	67294
P53337	P53337	35013
P53341	P53341	68094
P53388	P53388	68097
P53389	P53389	65348
P53390	P53390	53690
P53437	P53437	42813
P53629	P53629	74023
P53631	P53631	62828
P53718	P53718	27564
P53727	P53727	35367
P53732	P53732	16917
P53756	P53756	149750
P53819	P53819	211099
P53823	P53823	25208
P53824	P53824	32033
P53830	P53830	32284
P53834	P53834	17246
P53836	P53836	118280
P53849	P53849	17103
P53851	P53851	47167
P53852	P53852	87530
P53861	P53861	43981
P53863	P53863	68783
P53875	P53875	16670
P53903	P53903	15053
P53916	P53916	50152
P53921	P53921	13244
P53934	P53934	45497
P53937	P53937	16089
P53938	P53938	41674
P53944	P53944	35871
P53946	P53946	87560
P53953	P53953	98944
P53966	P53966	61728
P53971	P53971	108495
P53982	P53982	47856
P54114	P54114	55385
P54838	P54838	62207
P54839	P54839	55014
P54885	P54885	49740
P54964	P54964	30870
P56628	P56628	13827
P57744	P57744	9764
P81451	P81451	7534
P87284	P87284	6138
P89114	P89114	10827
P89886	P89886	20278
Q00723	Q00723	27967
Q01163	Q01163	50867
Q01329	Q01329	88473
Q01802	Q01802	51795
Q01846	Q01846	129981
Q01976	Q01976	26087
Q02196	Q02196	23060
Q02197	Q02197	84302
Q02204	Q02204	30271
Q02208	Q02208	86366
Q02516	Q02516	27676
Q02521	Q02521	20648
Q02554	Q02554	50253
Q02648	Q02648	64855
Q02721	Q02721	30237
Q02753	Q02753	18242
Q02770	Q02770	35026
Q02783	Q02783	47083
Q02796	Q02796	37309
Q02825	Q02825	54649
Q02866	Q02866	69538
Q02883	Q02883	54368
Q02891	Q02891	51724
Q02932	Q02932	119623
Q02969	Q02969	44911
Q02979	Q02979	138014
Q04430	Q04430	40903
Q04431	Q04431	44675
Q05498	Q05498	21611
Q05933	Q05933	20579
Q06188	Q06188	35508
Q06337	Q06337	112502
Q06892	Q06892	46247
Q07651	Q07651	34135
Q08208	Q08208	51942
Q02983	Q02983	41721
Q03016	Q03016	140891
Q03028	Q03028	34206
Q03088	Q03088	92144
Q03161	Q03161	33956
Q03175	Q03175	40200
Q03212	Q03212	62532
Q03214	Q03214	162701
Q03220	Q03220	36974
Q03246	Q03246	27635
Q03254	Q03254	83441
Q03281	Q03281	76377
Q03289	Q03289	42923
Q03306	Q03306	100476
Q03323	Q03323	19446
Q03327	Q03327	57543
Q03338	Q03338	55870
Q03370	Q03370	63543
Q03375	Q03375	15763
Q03429	Q03429	13927
Q03430	Q03430	41216
Q03446	Q03446	24211
Q03530	Q03530	35911
Q03579	Q03579	17207
Q03661	Q03661	187138
Q03694	Q03694	47315
Q03707	Q03707	95498
Q03718	Q03718	64013
Q03735	Q03735	126139
Q03750	Q03750	57986
Q03764	Q03764	61657
Q03770	Q03770	95744
Q03772	Q03772	19935
Q03776	Q03776	65145
Q03782	Q03782	56498
Q03792	Q03792	83124
Q03824	Q03824	81467
Q03829	Q03829	40992
Q03860	Q03860	15882
Q03919	Q03919	8693
Q03935	Q03935	43597
Q03937	Q03937	18258
Q03956	Q03956	40017
Q03981	Q03981	19476
Q04004	Q04004	26623
Q04006	Q04006	20921
Q04031	Q04031	27974
Q04052	Q04052	108205
Q04066	Q04066	29991
Q04081	Q04081	37695
Q04116	Q04116	39598
Q04172	Q04172	53571
Q04174	Q04174	59883
Q04182	Q04182	172256
Q04183	Q04183	147662
Q04213	Q04213	55427
Q04279	Q04279	105874
Q04299	Q04299	32067
Q04347	Q04347	60054
Q04368	Q04368	34520
Q04411	Q04411	88648
Q04412	Q04412	54494
Q04433	Q04433	52490
Q04471	Q04471	42901
Q04545	Q04545	141465
Q04549	Q04549	33018
Q04562	Q04562	76347
Q04632	Q04632	69829
Q04658	Q04658	40872
Q04675	Q04675	14890
Q04697	Q04697	45870
Q04712	Q04712	59254
Q04740	Q04740	39431
Q04751	Q04751	32334
Q04895	Q04895	71756
Q04902	Q04902	26040
Q04930	Q04930	51697
Q04934	Q04934	49976
Q04935	Q04935	23758
Q04952	Q04952	207483
Q04969	Q04969	20802
Q05024	Q05024	26471
Q05040	Q05040	59301
Q05043	Q05043	43460
Q05050	Q05050	93345
Q05131	Q05131	48375
Q05468	Q05468	83426
Q05473	Q05473	35614
Q05506	Q05506	69525
Q05518	Q05518	54996
Q05541	Q05541	33965
Q05543	Q05543	46488
Q05610	Q05610	40162
Q05635	Q05635	39484
Q05670	Q05670	79037
Q05788	Q05788	33755
Q05790	Q05790	47356
Q05809	Q05809	11239
Q05874	Q05874	29633
Q05892	Q05892	31524
Q05911	Q05911	54510
Q05924	Q05924	66463
Q05926	Q05926	12519
Q05942	Q05942	24656
Q05947	Q05947	42754
Q05998	Q05998	66904
Q06001	Q06001	54092
Q06005	Q06005	37237
Q06071	Q06071	14549
Q06090	Q06090	16124
Q06091	Q06091	20709
Q06098	Q06098	49736
Q06103	Q06103	48959
Q06104	Q06104	32710
Q06137	Q06137	58386
Q06162	Q06162	17862
Q06169	Q06169	59462
Q06179	Q06179	303479
Q06201	Q06201	22365
Q06208	Q06208	45643
Q06236	Q06236	18632
Q06244	Q06244	29359
Q06245	Q06245	100342
Q06315	Q06315	114111
Q06325	Q06325	64498
Q06333	Q06333	13957
Q06336	Q06336	62320
Q06338	Q06338	32661
Q06350	Q06350	59118
Q06405	Q06405	11312
Q06407	Q06407	113291
Q06412	Q06412	149113
Q06417	Q06417	36677
Q06436	Q06436	76317
Q06451	Q06451	68066
Q06497	Q06497	36367
Q06511	Q06511	28212
Q06525	Q06525	54139
Q06538	Q06538	89344
Q06567	Q06567	65917
Q06568	Q06568	21530
Q06624	Q06624	39273
Q06632	Q06632	153405
Q06667	Q06667	32918
Q06668	Q06668	55589
Q06672	Q06672	23713
Q06678	Q06678	42825
Q06683	Q06683	78546
Q06702	Q06702	34642
Q06709	Q06709	49690
Q06815	Q06815	42706
Q06819	Q06819	16776
Q06834	Q06834	33347
Q06835	Q06835	12260
Q06891	Q06891	21290
Q06991	Q06991	29251
Q07395	Q07395	70164
Q07500	Q07500	61659
Q07527	Q07527	165048
Q07534	Q07534	34204
Q07541	Q07541	16947
Q07623	Q07623	25216
Q07729	Q07729	55204
Q07799	Q07799	76622
Q07844	Q07844	93069
Q07921	Q07921	18605
Q07949	Q07949	44772
Q07951	Q07951	20061
Q07979	Q07979	57794
Q07980	Q07980	78248
Q07993	Q07993	38600
Q08003	Q08003	22850
Q08119	Q08119	82189
Q08176	Q08176	12758
Q08199	Q08199	48275
Q08219	Q08219	39600
Q08232	Q08232	35762
Q08269	Q08269	95869
Q08271	Q08271	53813
Q08287	Q08287	56966
Q08295	Q08295	68625
Q08299	Q08299	66970
Q08409	Q08409	157751
Q08457	Q08457	29557
Q08471	Q08471	68691
Q08485	Q08485	67193
Q08561	Q08561	13092
Q08579	Q08579	67186
Q08580	Q08580	44131
Q08622	Q08622	63853
Q08058	Q08058	23765
Q08746	Q08746	22963
Q12048	Q12048	14986
Q12100	Q12100	69615
Q9P305	Q9P305	14395
Q08673	Q08673	22048
Q08726	Q08726	39724
Q08732	Q08732	85696
Q08742	Q08742	16697
Q08745	Q08745	12739
Q08777	Q08777	57582
Q08817	Q08817	87326
Q08822	Q08822	69634
Q08873	Q08873	22748
Q08902	Q08902	56110
Q08906	Q08906	15302
Q08908	Q08908	80292
Q08911	Q08911	41714
Q08913	Q08913	41985
Q08914	Q08914	25926
Q08929	Q08929	71289
Q08930	Q08930	41032
Q08952	Q08952	30779
Q08963	Q08963	27193
Q08966	Q08966	55431
Q08977	Q08977	62780
Q08981	Q08981	23870
Q08991	Q08991	41971
Q08995	Q08995	115156
Q12000	Q12000	39514
Q12004	Q12004	37457
Q12008	Q12008	36073
Q12013	Q12013	85236
Q12015	Q12015	32935
Q12016	Q12016	20101
Q12025	Q12025	22769
Q12028	Q12028	93624
Q12029	Q12029	35414
Q12031	Q12031	64976
Q12034	Q12034	50943
Q12035	Q12035	25636
Q12049	Q12049	53719
Q12056	Q12056	16930
Q12066	Q12066	56887
Q12067	Q12067	34408
Q12069	Q12069	53399
Q12072	Q12072	93446
Q12078	Q12078	51775
Q12083	Q12083	82001
Q12084	Q12084	26595
Q12086	Q12086	49034
Q12090	Q12090	45880
Q12096	Q12096	57578
Q12102	Q12102	96254
Q12104	Q12104	52374
Q12107	Q12107	30856
Q12122	Q12122	48594
Q12125	Q12125	36280
Q12132	Q12132	43518
Q12133	Q12133	21349
Q12143	Q12143	25416
Q12153	Q12153	51856
Q12156	Q12156	17130
Q12161	Q12161	47068
Q12163	Q12163	26571
Q12165	Q12165	17020
Q12171	Q12171	72028
Q12172	Q12172	92468
Q12175	Q12175	102209
Q12180	Q12180	117927
Q12192	Q12192	35195
Q12199	Q12199	41020
Q12200	Q12200	132645
Q12204	Q12204	81769
Q12205	Q12205	96997
Q12209	Q12209	78949
Q12215	Q12215	58230
Q12218	Q12218	47849
Q12222	Q12222	43206
Q12232	Q12232	67452
Q12233	Q12233	12921
Q12234	Q12234	56069
Q12235	Q12235	58905
Q12242	Q12242	75361
Q12245	Q12245	16573
Q12270	Q12270	29500
Q12283	Q12283	40707
Q12286	Q12286	30258
Q12289	Q12289	34754
Q12296	Q12296	77712
Q12308	Q12308	67683
Q12310	Q12310	78939
Q12318	Q12318	28251
Q12326	Q12326	34863
Q12329	Q12329	42817
Q12335	Q12335	20966
Q12338	Q12338	12482
Q12342	Q12342	56549
Q12345	Q12345	28243
Q12347	Q12347	40475
Q12348	Q12348	76388
Q12359	Q12359	30028
Q12369	Q12369	112979
Q12372	Q12372	64218
Q12375	Q12375	31520
Q12378	Q12378	22541
Q12385	Q12385	45141
Q12387	Q12387	92809
Q12390	Q12390	26340
Q12395	Q12395	32204
Q12398	Q12398	48871
Q12403	Q12403	26511
Q12405	Q12405	43727
Q12408	Q12408	19063
Q12415	Q12415	49146
Q12420	Q12420	66430
Q12427	Q12427	56264
Q12431	Q12431	12404
Q12433	Q12433	63869
Q12434	Q12434	23138
Q12442	Q12442	36279
Q12447	Q12447	21947
Q12450	Q12450	23515
Q12453	Q12453	84769
Q12455	Q12455	34091
Q12458	Q12458	34755
Q12471	Q12471	45318
Q12487	Q12487	18463
Q12493	Q12493	26976
Q12510	Q12510	59156
Q12520	Q12520	38075
Q12525	Q12525	36715
Q12676	Q12676	47851
Q12743	Q12743	38131
Q12751	Q12751	113249
Q12753	Q12753	76671
Q2V2P4	Q2V2P4	8165
Q2V2P9	Q2V2P9	7452
Q3E705	Q3E705	27121
Q3E731	Q3E731	11105
Q3E785	Q3E785	9352
Q3E790	Q3E790	9579
Q3E798	Q3E798	9985
Q3E7A4	Q3E7A4	12947
Q3E7B2	Q3E7B2	9882
Q3E7C1	Q3E7C1	8232
Q3E7Y3	Q3E7Y3	14626
Q3E7Y6	Q3E7Y6	8547
Q3E827	Q3E827	10869
Q3E829	Q3E829	9050
Q3E834	Q3E834	9436
Q3E835	Q3E835	10549
Q6Q560	Q6Q560	11266
Q6Q595	Q6Q595	19678
Q8TGJ3	Q8TGJ3	8196
Q99181	Q99181	24503
Q99186	Q99186	55387
Q99188	Q99188	35100
Q99189	Q99189	110745
Q99288	Q99288	39172
Q99297	Q99297	34007
Q99316	Q99316	32401
Q99332	Q99332	67293
Q99344	Q99344	33278
Q99359	Q99359	74722
Q99382	Q99382	20742
Q99393	Q99393	36608
Q9URQ5	Q9URQ5	9180
A2P2R3	A2P2R3	29272
O14468	O14468	8617
O74302	O74302	49009
P00498	P00498	32266
P00912	P00912	24144
P02407	P02407	15788
P03874	P03874	73861
P03875	P03875	96079
P03876	P03876	98008
P06174	P06174	30912
P07172	P07172	42646
P07236	P07236	54092
P07252	P07252	76172
P07265	P07265	68183
P07390	P07390	57488
P07635	P07635	11249
P08019	P08019	61463
P08459	P08459	55939
P08468	P08468	94523
P09007	P09007	25514
P09932	P09932	66089
P0C155	P0C155	65093
P0C271	P0C271	4622
P0C2H7	P0C2H7	15505
P0C2I4	P0C2I4	53325
P0C2I8	P0C2I8	49003
P0C2J4	P0C2J4	49771
P0CE11	P0CE11	27688
P0CX09	P0CX09	56470
P0CX10	P0CX10	47328
Q08646	Q08646	43100
P0CF21	P0CF21	13943
P0CF22	P0CF22	22812
P17122	P17122	23131
P20048	P20048	58906
P28789	P28789	36675
P32775	P32775	81116
P35184	P35184	47167
P36004	P36004	82590
P38187	P38187	83856
P38206	P38206	66211
P38314	P38314	57187
P38622	P38622	57981
P0CX11	P0CX11	47328
P0CX13	P0CX13	45165
P0CX22	P0CX22	203781
P0CX24	P0CX24	20437
P0CX57	P0CX57	49072
P0CX58	P0CX58	49072
P0CX59	P0CX59	49098
P0CX60	P0CX60	49098
P0CX61	P0CX61	49762
P0CX62	P0CX62	49762
P0CX65	P0CX65	49129
P0CX66	P0CX66	49129
P0CX67	P0CX67	49129
P0CX69	P0CX69	49129
P0CX70	P0CX70	48953
P0CX71	P0CX71	48953
P0CX72	P0CX72	48953
P0CX73	P0CX73	48953
P0CX74	P0CX74	48993
P0CX75	P0CX75	48993
P0CX76	P0CX76	48993
P0CY07	P0CY07	20413
P0CY09	P0CY09	24282
P0CY11	P0CY11	14803
P10508	P10508	54896
P10595	P10595	8650
P10596	P10596	60575
P10597	P10597	8650
P10662	P10662	36729
P10663	P10663	13538
P14127	P14127	15803
P14905	P14905	44608
P15685	P15685	68226
P16120	P16120	57474
P16151	P16151	43230
P16523	P16523	31111
P16547	P16547	44580
P16639	P16639	57930
P17123	P17123	19912
P17558	P17558	35998
P18496	P18496	32094
P18634	P18634	59758
P18962	P18962	93404
P19956	P19956	11476
P20049	P20049	50923
P21264	P21264	62339
P21304	P21304	63803
P21339	P21339	129971
P21623	P21623	61391
P21705	P21705	29079
P22023	P22023	156477
P22215	P22215	50903
P22281	P22281	56698
P22434	P22434	42016
P23250	P23250	46623
P23796	P23796	58882
P23797	P23797	35446
P24031	P24031	52777
P24720	P24720	77230
P25036	P25036	52089
P25040	P25040	45994
P25335	P25335	38714
P25351	P25351	69218
P25354	P25354	27564
P25366	P25366	41647
P25372	P25372	14432
P25380	P25380	52008
P25383	P25383	49841
P25568	P25568	58844
P25579	P25579	64792
P25584	P25584	16593
P25585	P25585	17139
P25611	P25611	95690
P25617	P25617	33593
P25619	P25619	37045
P25642	P25642	16380
P25649	P25649	15117
P25659	P25659	26756
P28625	P28625	41637
P28778	P28778	15021
P30402	P30402	24811
P30777	P30777	72566
P32317	P32317	58265
P32351	P32351	39071
P32375	P32375	50126
P32388	P32388	16021
P32435	P32435	13271
P32448	P32448	59347
P32452	P32452	38225
P32453	P32453	36851
P32487	P32487	68090
P32493	P32493	59748
P32572	P32572	34240
P32583	P32583	41015
P32606	P32606	93408
P32616	P32616	16469
P32634	P32634	195383
P32645	P32645	31655
P32770	P32770	79299
P32806	P32806	53815
P32857	P32857	60018
P32858	P32858	12936
P32896	P32896	103944
P32902	P32902	44152
P32903	P32903	4501
P33303	P33303	35340
P33304	P33304	71364
P33323	P33323	20744
P33331	P33331	14453
P33335	P33335	59426
P33757	P33757	59919
P34228	P34228	127992
P34231	P34231	81033
P34234	P34234	34326
P34250	P34250	125593
P35172	P35172	89679
P35178	P35178	33203
P35195	P35195	11518
P35209	P35209	84697
P35724	P35724	109737
P35735	P35735	40463
P36026	P36026	82703
P36029	P36029	69243
P36032	P36032	52257
P36038	P36038	31157
P36054	P36054	24135
P36078	P36078	13641
P36090	P36090	58895
P36125	P36125	31993
P36137	P36137	50981
P36139	P36139	31246
P36141	P36141	15650
P36150	P36150	66125
P36157	P36157	39862
P36158	P36158	68281
P36172	P36172	63361
P36534	P36534	33751
P36973	P36973	19986
P37267	P37267	17532
P37293	P37293	32804
P37304	P37304	92872
P38061	P38061	14771
P38073	P38073	103397
P38079	P38079	38720
P38081	P38081	57822
P38087	P38087	36555
P38089	P38089	44176
P38120	P38120	31925
P38124	P38124	61629
P38141	P38141	51823
P38142	P38142	53526
P38145	P38145	26196
P38151	P38151	45782
P38152	P38152	32173
P38156	P38156	68263
P38157	P38157	54194
P38172	P38172	30545
P38176	P38176	50892
P38197	P38197	29123
P38222	P38222	62594
P38229	P38229	73355
P38230	P38230	37019
P38234	P38234	22921
P38271	P38271	37740
P38281	P38281	35759
P38305	P38305	14234
P38325	P38325	14610
P38330	P38330	83761
P38335	P38335	79028
P38343	P38343	16028
P38358	P38358	51677
P38693	P38693	52700
P38694	P38694	71321
P38702	P38702	40825
P38707	P38707	62207
P38708	P38708	77386
P38714	P38714	73694
P38732	P38732	67452
P38734	P38734	60620
P38738	P38738	77756
P38739	P38739	63808
P38745	P38745	61206
P38746	P38746	45715
P38750	P38750	69969
P38765	P38765	32563
P38767	P38767	64209
P38771	P38771	26407
P38774	P38774	27100
P38776	P38776	57838
P38635	P38635	38582
P38845	P38845	51116
P40045	P40045	14498
P40212	P40212	22525
P40478	P40478	31177
P40516	P40516	25486
P43591	P43591	39885
P43592	P43592	25915
P47042	P47042	75327
P49089	P49089	64470
P50873	P50873	57819
P53198	P53198	25275
P38784	P38784	21078
P38787	P38787	42821
P38790	P38790	33055
P38804	P38804	12009
P38809	P38809	40663
P38814	P38814	96398
P38819	P38819	24249
P38828	P38828	21314
P38829	P38829	25675
P38839	P38839	17036
P38848	P38848	66148
P38849	P38849	59818
P38852	P38852	40369
P38870	P38870	90109
P38872	P38872	27884
P38876	P38876	21036
P38884	P38884	36502
P38885	P38885	34113
P38887	P38887	68998
P38913	P38913	35546
P38921	P38921	31027
P38958	P38958	13188
P38969	P38969	48934
P38971	P38971	64014
P39005	P39005	29989
P39110	P39110	22067
P39523	P39523	105914
P39525	P39525	47555
P39551	P39551	35073
P39567	P39567	44386
P39682	P39682	74748
P39708	P39708	49627
P39709	P39709	68842
P39718	P39718	19877
P39937	P39937	59258
P39944	P39944	92261
P39955	P39955	100332
P39959	P39959	50320
P39961	P39961	91077
P39965	P39965	65880
P39967	P39967	86244
P39981	P39981	53324
P39982	P39982	11341
P40002	P40002	72534
P40006	P40006	24992
P40036	P40036	62319
P40037	P40037	13906
P40039	P40039	58050
P40041	P40041	56638
P40050	P40050	79548
P40060	P40060	14312
P40081	P40081	20441
P40095	P40095	63712
P40100	P40100	33733
P40155	P40155	23169
P40156	P40156	25274
P40187	P40187	61938
P40188	P40188	19229
P40210	P40210	55859
P40214	P40214	38570
P40309	P40309	97111
P40317	P40317	101082
P40325	P40325	22435
P40328	P40328	85300
P40342	P40342	17097
P40354	P40354	51897
P40434	P40434	197512
P40440	P40440	11638
P40451	P40451	22840
P40463	P40463	47961
P40464	P40464	34409
P40483	P40483	77414
P40491	P40491	18364
P40496	P40496	30513
P40511	P40511	112434
P40525	P40525	13641
P40529	P40529	32638
P40531	P40531	36670
P40533	P40533	54928
P40544	P40544	37418
P40545	P40545	29557
P40546	P40546	38889
P40561	P40561	28954
P40570	P40570	27600
P40889	P40889	197565
P40987	P40987	116648
P40990	P40990	41476
P41913	P41913	57048
P41945	P41945	52230
P41946	P41946	52088
P41947	P41947	52113
P42222	P42222	47313
P42223	P42223	98971
P42834	P42834	16474
P42842	P42842	102336
P42883	P42883	38620
P42940	P42940	28759
P42941	P42941	34207
P42943	P42943	59736
P42948	P42948	63856
P43538	P43538	43829
P43548	P43548	61052
P43557	P43557	24019
P43562	P43562	60610
P43570	P43570	57619
P43597	P43597	137698
P43598	P43598	21783
P43607	P43607	31865
P43611	P43611	59360
P43613	P43613	34191
P43615	P43615	27879
P43620	P43620	75914
P45819	P45819	47700
P45820	P45820	12515
P46151	P46151	73942
P46955	P46955	35412
P46958	P46958	53216
P46973	P46973	18376
P46983	P46983	33740
P46993	P46993	24946
P46997	P46997	67389
P46999	P46999	30215
P47005	P47005	77367
P47007	P47007	44863
P47015	P47015	41461
P47018	P47018	53477
P47046	P47046	91256
P47048	P47048	52849
P47049	P47049	45016
P47051	P47051	47003
P47081	P47081	14077
P47084	P47084	59766
P47085	P47085	38482
P47099	P47099	49112
P47111	P47111	15664
P47127	P47127	44428
P47140	P47140	37480
P47141	P47141	30224
P47148	P47148	32208
P47153	P47153	32011
P47155	P47155	23645
P47163	P47163	39024
P47165	P47165	23671
P47166	P47166	81171
P47172	P47172	39902
P47175	P47175	41192
P47177	P47177	45159
P47183	P47183	38632
P47187	P47187	45709
P47976	P47976	36772
P48353	P48353	25008
P48362	P48362	44951
P48526	P48526	115794
P48560	P48560	10170
P48564	P48564	61228
P50104	P50104	109825
P50112	P50112	29753
P50113	P50113	30683
P50273	P50273	79756
P52290	P52290	53076
P52911	P52911	63508
P52918	P52918	142118
P52924	P52924	43867
P53036	P53036	94729
P53046	P53046	131420
P53047	P53047	35486
P53050	P53050	50735
P53058	P53058	22152
P53060	P53060	27709
P53072	P53072	33550
P53099	P53099	64546
P53100	P53100	42984
P53118	P53118	78142
P53130	P53130	14922
P53139	P53139	16037
P53142	P53142	54331
P53147	P53147	31257
P53155	P53155	43321
P53172	P53172	58098
P53183	P53183	38259
P53200	P53200	28582
P53203	P53203	52943
P53241	P53241	69083
P53242	P53242	34048
P53248	P53248	68165
P53253	P53253	106466
P53257	P53257	35137
P53278	P53278	92698
