accession	input_id	cc_subunit
Q06408	Q06408	NA
Q06409	Q06409	SUBUNIT: Forms an active heterodimer with LMO1. {ECO:0000269|PubMed:25598154}.
Q06410	Q06410	SUBUNIT: Forms a complex with ATG13, ATG29 and CIS1/ATG31. The ATG17-ATG29-ATG31 complex interacts with the ATG1-ATG13 complex. Forms a complex with SNX4 and ATG20. Interacts with ATG11 and the conserved oligomeric Golgi (COG) complex subunits COG1, COG3 and COG4. {ECO:0000269|PubMed:10995454, ECO:0000269|PubMed:12048214, ECO:0000269|PubMed:15659643, ECO:0000269|PubMed:15743910, ECO:0000269|PubMed:15901835, ECO:0000269|PubMed:17362880, ECO:0000269|PubMed:18287526, ECO:0000269|PubMed:19371383, ECO:0000269|PubMed:19755117, ECO:0000269|PubMed:19805182, ECO:0000269|PubMed:19995911, ECO:0000269|PubMed:20065092, ECO:0000269|PubMed:21712380, ECO:0000269|PubMed:22778255, ECO:0000269|PubMed:22885598}.
Q06411	Q06411	SUBUNIT: Component of the NTR complex (NTC-related complex), composed of NTR1, NTR2 and PRP43. Interacts with CLF1 and NTR2. Interacts with PRP43 and PRP45. {ECO:0000269|PubMed:12509417, ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:16357217, ECO:0000269|PubMed:16880513}.
Q06440	Q06440	SUBUNIT: Binds to F-actin. {ECO:0000250}.
Q06449	Q06449	SUBUNIT: Interacts with LAS17, RSP5 and SUP35. {ECO:0000269|PubMed:10512884, ECO:0000269|PubMed:21777813, ECO:0000269|PubMed:22000681}.
Q06488	Q06488	SUBUNIT: Component of the two forms of the RSC complex composed of at least either RSC1 or RSC2, and ARP7, ARP9, LDB7, NPL6, RSC3, RSC30, RSC4, RSC58, RSC6, RSC8, RSC9, SFH1, STH1, HTL1 and probably RTT102. The complexes interact with histone and histone variant components of centromeric chromatin.
Q06489	Q06489	SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_03119, ECO:0000269|PubMed:15215245}.
Q06493	Q06493	SUBUNIT: Associates with the mitochondrial ribosomes.
Q06504	Q06504	SUBUNIT: Component of the N-terminal acetyltransferase B (NatB) complex, which is composed of NAT3 and MDM20. {ECO:0000269|PubMed:12783868}.
Q06505	Q06505	SUBUNIT: Interacts with ABD1, RBP1, SPT5 and SPT6. {ECO:0000269|PubMed:12242279, ECO:0000269|PubMed:12556496}.
Q06506	Q06506	SUBUNIT: Interacts with UTP25. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3. {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:20884785}.
Q06508	Q06508	NA
Q06510	Q06510	NA
Q06512	Q06512	SUBUNIT: Interacts with NOP14 and MPP10. Interacts with snoRNA U3. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3. {ECO:0000269|PubMed:12446671, ECO:0000269|PubMed:15590835}.
Q06522	Q06522	NA
Q06541	Q06541	NA
Q06549	Q06549	SUBUNIT: Homodimer. {ECO:0000269|PubMed:15148397}.
Q06551	Q06551	SUBUNIT: Interacts with SHR5. {ECO:0000269|PubMed:12193598, ECO:0000269|PubMed:12379641}.
Q06554	Q06554	NA
Q06580	Q06580	SUBUNIT: Interacts with the IQ domain of MYO1. {ECO:0000269|PubMed:15210731}.
Q06592	Q06592	SUBUNIT: Forms homodimers in the absence, and homotetramers in the presence of acetyl-CoA. {ECO:0000269|PubMed:10600387}.
Q06593	Q06593	NA
Q06596	Q06596	SUBUNIT: Homodimer. {ECO:0000269|PubMed:17200139}.
Q06598	Q06598	NA
Q06604	Q06604	SUBUNIT: Interacts (via C-terminus) with the CAP1-CAP2 F-actin capping protein complex (PubMed:11489916). Interacts with INP52 (via SAC domain); the interaction is direct (PubMed:12606027). Interacts with INP53 (via SAC domain); the interaction is direct (PubMed:12606027). Interacts with RVS167 (PubMed:11489916). Interacts with SLA1 (PubMed:11489916). {ECO:0000269|PubMed:11489916, ECO:0000269|PubMed:12606027}.
Q06623	Q06623	SUBUNIT: Heterodimer with HDA2. Component of the HDA1 histone deacetylase complex composed of at least one HDA1 homodimer and one HDA2/HDA3 heterodimer. Interacts with HDA1 and HDA3. {ECO:0000269|PubMed:11287668, ECO:0000269|PubMed:8663039}.
Q06625	Q06625	SUBUNIT: Interacts with IGD1. {ECO:0000269|PubMed:21585652}.
Q06628	Q06628	SUBUNIT: Hypophosphorylated form interacts with ATG1 to form the ATG1-ATG13 kinase complex (PubMed:10995454, PubMed:15743910, PubMed:15901835, PubMed:18829864, PubMed:20439775, PubMed:20953146, PubMed:21712380, PubMed:22778255, PubMed:22885598). The ATG1-ATG13 complex interacts with the ATG17-ATG29-ATG31 complex through direct interaction with ATG17 (PubMed:15743910, PubMed:15901835, PubMed:19755117, PubMed:19805182, PubMed:23219485). Interacts with VAC8 and forms heterotetramers of two VAC8 and two ATG13 (PubMed:10837477, PubMed:31512555). {ECO:0000269|PubMed:10837477, ECO:0000269|PubMed:10995454, ECO:0000269|PubMed:15743910, ECO:0000269|PubMed:15901835, ECO:0000269|PubMed:18829864, ECO:0000269|PubMed:19755117, ECO:0000269|PubMed:19805182, ECO:0000269|PubMed:20439775, ECO:0000269|PubMed:20953146, ECO:0000269|PubMed:21712380, ECO:0000269|PubMed:22778255, ECO:0000269|PubMed:22885598, ECO:0000269|PubMed:23219485, ECO:0000269|PubMed:31512555}.
Q06629	Q06629	SUBUNIT: Heterodimer with HDA3. Component of the HDA1 histone deacetylase complex composed of at least one HDA1 homodimer and one HDA2/HDA3 heterodimer. Interacts with HDA1 and HDA3. {ECO:0000269|PubMed:11287668, ECO:0000269|PubMed:8663039}.
Q06630	Q06630	SUBUNIT: Component of the mitochondrial large ribosomal subunit (mt-LSU). Mature yeast 74S mitochondrial ribosomes consist of a small (37S) and a large (54S) subunit. The 37S small subunit contains a 15S ribosomal RNA (15S mt-rRNA) and 34 different proteins. The 54S large subunit contains a 21S rRNA (21S mt-rRNA) and 46 different proteins. {ECO:0000269|PubMed:24675956}.
Q06631	Q06631	NA
Q06639	Q06639	SUBUNIT: Forms a heteromer with RSC30. Interacts with LDB7 and NPL6. Component of the two forms of the RSC complex composed of at least either RSC1 or RSC2, and ARP7, ARP9, LDB7, NPL6, RSC3, RSC30, RSC4, RSC58, RSC6, RSC8, RSC9, SFH1, STH1, HTL1 and probably RTT102. The complexes interact with histone and histone variant components of centromeric chromatin. Component of a fungal-specific module (HTL1-LDB7-NPL6-RSC3-RSC30) within the RSC complex. {ECO:0000269|PubMed:11336698, ECO:0000269|PubMed:12697820, ECO:0000269|PubMed:16204215}.
Q06648	Q06648	SUBUNIT: Interacts with GTP-bound CDC42.
Q06651	Q06651	NA
Q06671	Q06671	SUBUNIT: Forms a complex with ATG9 and ATG27. {ECO:0000269|PubMed:17426440}.
Q06675	Q06675	SUBUNIT: Component of the heterotetrameric kinetochore subcomplex COMA, which consists of AME1, CTF19, MCM21 and OKP1 (PubMed:10323865, PubMed:14633972). The COMA subcomplex is part of a larger constitutive centromere-associated network (CCAN) (also known as central kinetochore CTF19 complex in yeast), which is composed of at least AME1, CHL4, CNN1, CTF3, CTF19, IML3, MCM16, MCM21, MCM22, MHF1, MHF2, MIF2, NKP1, NKP2, OKP1 and WIP1 (PubMed:12408861, PubMed:22561346). COMA binds the centromeric nucleosome-binding protein MIF2, and to the outer kinetochore MIND subcomplex (By similarity). {ECO:0000250|UniProtKB:Q6CRN7, ECO:0000269|PubMed:10323865, ECO:0000269|PubMed:12408861, ECO:0000269|PubMed:14633972, ECO:0000269|PubMed:22561346}.
Q06676	Q06676	NA
Q06677	Q06677	SUBUNIT: Interacts with the clathrin light and heavy chains CLC1 and CHC1, respectively. Binds to clathrin with its N-terminal domain containing 3 clathrin-binding (CB) motifs. Association with clathrin is transient. Binds to polyubiquitin and ubiquitinated proteins. {ECO:0000269|PubMed:11084334, ECO:0000269|PubMed:14997574, ECO:0000269|PubMed:16687570}.
Q06679	Q06679	SUBUNIT: Interacts with snoRNA U3. Interacts with MPP10. Component of the ribosomal small subunit (SSU) processome composed of at least 40 protein subunits and snoRNA U3. In the absence of snoRNA3, forms a complex with other t-UTPs. This complex can associate with pre-18S ribosomal RNAs. {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}.
Q06680	Q06680	SUBUNIT: Component of the condensin complex, which contains the SMC2 and SMC4 heterodimer, and three non SMC subunits that probably regulate the complex: BRN1, YCS4 and YCG1/YCS5. {ECO:0000269|PubMed:10811823}.
Q06681	Q06681	NA
Q06685	Q06685	NA
Q06696	Q06696	SUBUNIT: Component of the endosomal sorting required for transport complex II (ESCRT-II), which consists of 2 copies of VPS25, 1 copy of SNF8, and 1 copy of VPS36 (PubMed:15329733, PubMed:15469844). The ESCRT-II complex interacts directly with the VPS20 subunit of the ESCRT-III complex (PubMed:12194858). Binds ubiquitin (PubMed:15029239). {ECO:0000269|PubMed:12194858, ECO:0000269|PubMed:15029239, ECO:0000269|PubMed:15329733, ECO:0000269|PubMed:15469844}.
Q06697	Q06697	SUBUNIT: Component of the PAF1 complex which consists of at least CDC73, CTR9, LEO1, PAF1 and RTF1. Interacts with FACT subunits POB3 and SPT16. {ECO:0000269|PubMed:10219085, ECO:0000269|PubMed:11884586, ECO:0000269|PubMed:12242279, ECO:0000269|PubMed:9032243}.
Q06703	Q06703	SUBUNIT: Monomer. {ECO:0000269|PubMed:11812231}.
Q06704	Q06704	SUBUNIT: Forms oligomers and is present in high-molecular-mass complexes. Interacts with ARL1. {ECO:0000269|PubMed:12620188, ECO:0000269|PubMed:12620189, ECO:0000269|PubMed:9880327}.
Q06705	Q06705	SUBUNIT: Forms a complex with 2 TSA2 subunits. Binds phosphatidylinositol (PtdIns).
Q06706	Q06706	SUBUNIT: Homodimer; dimerization promotes ELP1/IKI3 stability and elongator complex formation (PubMed:26261306). Component of the elongator complex which consists of ELP1/IKI3, ELP2, ELP3, ELP4, ELP5/IKI1 and ELP6 (PubMed:11435442, PubMed:11689709, PubMed:26261306, PubMed:27872205, PubMed:27974378). The elongator complex is composed of two copies of the Elp123 subcomplex (composed of ELP1/IKI3, ELP2 and ELP3) and two copies of the Elp456 subcomplex (composed of ELP4, ELP5/IKI1 and ELP6) (PubMed:25960406, PubMed:27872205, PubMed:27974378). The Elp123 subcomplex forms a two-lobed scaffold, which binds the Elp456 subcomplex asymmetrically (PubMed:27872205, PubMed:27974378). In the complex, ELP1/IKI3 interacts with ELP2 (PubMed:12139626). In each lobe, ELP2 is tightly sandwiched between ELP1/IKI3 and ELP3 (PubMed:31309145). The Elp123 subcomplex binds tRNA through ELP1/IKI3 and ELP3 and can bind 2 tRNAs simultaneously (PubMed:31309145). tRNA-binding induces conformational rearrangements which precisely position the targeted anticodon base in the active site (PubMed:31309145). The Elp456 subcomplex binds tRNA and has ATPase activity (PubMed:22343726). ELP1/IKI3 interacts with HRR25 and KTI12 (PubMed:25569479). Interacts with KTI11/DPH3 (PubMed:27694803). {ECO:0000269|PubMed:11435442, ECO:0000269|PubMed:11689709, ECO:0000269|PubMed:12139626, ECO:0000269|PubMed:22343726, ECO:0000269|PubMed:25569479, ECO:0000269|PubMed:26261306, ECO:0000269|PubMed:27694803, ECO:0000269|PubMed:27872205, ECO:0000269|PubMed:27974378, ECO:0000269|PubMed:31309145}.
Q06708	Q06708	SUBUNIT: Component of the PI(3,5)P2 regulatory complex, composed of ATG18, FIG4, FAB1, VAC14 and VAC7. VAC14 nucleates the assembly of the complex and serves as a scaffold. {ECO:0000269|PubMed:18653468, ECO:0000269|PubMed:19037259}.
Q06810	Q06810	NA
Q06817	Q06817	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:P41250}.
Q06833	Q06833	NA
Q06836	Q06836	NA
Q07084	Q07084	SUBUNIT: Interacts with SSK2, SSK22 and YPD1. {ECO:0000269|PubMed:8808622}.
Q07350	Q07350	SUBUNIT: Belongs to the CWC complex (or CEF1-associated complex), a spliceosome sub-complex reminiscent of a late-stage spliceosome composed of the U2, U5 and U6 snRNAs and at least BUD13, BUD31, BRR2, CDC40, CEF1, CLF1, CUS1, CWC2, CWC15, CWC21, CWC22, CWC23, CWC24, CWC25, CWC27, ECM2, HSH155, IST3, ISY1, LEA1, MSL1, NTC20, PRP8, PRP9, PRP11, PRP19, PRP21, PRP22, PRP45, PRP46, SLU7, SMB1, SMD1, SMD2, SMD3, SMX2, SMX3, SNT309, SNU114, SPP2, SYF1, SYF2, RSE1 and YJU2. Interacts with CUS2. {ECO:0000269|PubMed:11884590, ECO:0000269|PubMed:9710584}.
Q07381	Q07381	SUBUNIT: Interacts with RIO2. {ECO:0000269|PubMed:12628929}.
Q07418	Q07418	SUBUNIT: Interacts (farnesylated) with PEX3; farnesylation is required for this interaction. Interacts with PEX2, PEX5, PEX10, PEX11, PEX12, PEX13, PEX14, PEX17, PEX22, PEX25, PEX30 and PEX32; the interaction requires well-defined PEX19-binding sites within the peroxisomal membrane protein targeting signal (mPTS) of the PMPs and is independent on the presence of PEX3. Interacts with VPS1. {ECO:0000269|PubMed:12876220, ECO:0000269|PubMed:15133130, ECO:0000269|PubMed:16520372, ECO:0000269|PubMed:16551610, ECO:0000269|PubMed:16679311, ECO:0000269|PubMed:9418908}.
Q07442	Q07442	SUBUNIT: Interacts with the TFIID subunit TAF7 and with histone H4. {ECO:0000269|PubMed:10783167, ECO:0000269|PubMed:12620224}.
Q07457	Q07457	SUBUNIT: Forms a complex with the E2 enzyme RAD6/UBC2. May interact with LGE1.
Q07468	Q07468	SUBUNIT: Component of the HOPS complex which is composed of PEP5, VPS16, PEP3, VPS33, VPS39 and VPS41. HOPS associates with phosphoinositides and the PX domain of VAM7. Interacts with VPS41 and VAM7. {ECO:0000269|PubMed:16601699}.
Q07471	Q07471	NA
Q07478	Q07478	SUBUNIT: Component of the TREX complex composed of at least SUB2, TEX1, YRA1 and the four THO complex components: HPR1, MFT1, THO2 and THP1. Interacts with HPR1, YRA1, and YRA2. SUB2 may mediate the interaction between the THO complex and YRA1. Associates with growing mRNP complexes during transcription. This association requires the presence of HPR1. Interacts also with SAC3. {ECO:0000269|PubMed:11675790, ECO:0000269|PubMed:11979277, ECO:0000269|PubMed:12411502, ECO:0000269|PubMed:12417727}.
Q07508	Q07508	SUBUNIT: Component of the 18S U1 snRNP particle, a subcomplex of the spliceosome. {ECO:0000269|PubMed:10449419, ECO:0000269|PubMed:10500099, ECO:0000269|PubMed:11804584}.
Q07528	Q07528	SUBUNIT: Forms a complex with SNX4 and ATG17.
Q07532	Q07532	SUBUNIT: Associates with RNA polymerase II. Part of a complex consisting of RPB1, RBP2, RPB3, RPB4, RPB5, RPB7, SPT5, DST1 and IWR1. {ECO:0000269|PubMed:16554755}.
Q07533	Q07533	SUBUNIT: Interacts with INN1. {ECO:0000269|PubMed:19528296, ECO:0000269|PubMed:19707790}.
Q07540	Q07540	SUBUNIT: Monomer; increments in mitochondrial iron uptake induce stepwise assembly of species ranging from trimers to 24-mers. Interacts with ISU1. Interacts with YHB1, SDH1, SDH2, AIM45 and CIR1. {ECO:0000269|PubMed:10588895, ECO:0000269|PubMed:12947415, ECO:0000269|PubMed:15961414, ECO:0000269|PubMed:17027502, ECO:0000269|PubMed:18319250, ECO:0000269|PubMed:18393441, ECO:0000269|PubMed:19884169}.
Q07551	Q07551	SUBUNIT: Monomer. {ECO:0000269|PubMed:15564669}.
Q07560	Q07560	NA
Q07648	Q07648	SUBUNIT: Homodimer. {ECO:0000250|UniProtKB:Q8IIS0}.
Q07657	Q07657	SUBUNIT: Component of the septin complex which consists of CDC3, CDC10, CDC11, CDC12 and probably SHS1 and rearranges to a cortical collar of highly ordered filaments at the mother-bud-neck (PubMed:9813092). A complex formed by CDC3, CDC10, CDC11 and CDC12 is capable of forming long filaments in vitro and the components seem to be present in a 2:2:2:2 arrangement in vivo (PubMed:9813092). The filaments are proposed to be formed by the end-to-end polymerization of CDC3-CDC12-CDC11 complexes with CDC10 serving as a bridge to bundle the polymers into paired filaments (PubMed:9813092). Component of the GIN4 complex composed of at least BNI5, CDC3, CDC10, CDC11, CDC12, GIN4, NAP1 and SHS1 (PubMed:15282341, PubMed:9813092). Self-associates (PubMed:9813092). Interacts with CDC11 and SPA2 (PubMed:15282341, PubMed:9790978). {ECO:0000269|PubMed:15282341, ECO:0000269|PubMed:9790978, ECO:0000269|PubMed:9813092}.
Q07688	Q07688	SUBUNIT: Interacts with the response regulatory domains of SLN1 and SSK1. {ECO:0000269|PubMed:14656441, ECO:0000269|PubMed:8808622}.
Q07732	Q07732	SUBUNIT: Interacts directly with SSP1. Probable component of a SPB complex composed of ADY3, SSP1, DON1, MPC54, SPO21/MPC70, NUD1 and CNM67. {ECO:0000269|PubMed:11742972, ECO:0000269|PubMed:11973299}.
Q07791	Q07791	SUBUNIT: The capsid protein forms a homotrimer, from which the VLPs are assembled. The protease is a homodimer, whose active site consists of two apposed aspartic acid residues (By similarity). {ECO:0000250}.
Q07793	Q07793	SUBUNIT: The capsid protein forms a homotrimer, from which the VLPs are assembled. The protease is a homodimer, whose active site consists of two apposed aspartic acid residues (By similarity). {ECO:0000250}.
Q07794	Q07794	SUBUNIT: Forms a complex composed of two RTT109 subunits and one VPS75 homodimer; each RTT109 subunit interacts predominantly with VPS75 instead of interacting with the other RTT109 subunit (PubMed:17320445, PubMed:18719104, PubMed:20560668, PubMed:21256037, PubMed:31387991). Interacts with VPS75; the interaction is direct (PubMed:17272723, PubMed:17320445, PubMed:17369253, PubMed:17690098, PubMed:18719104, PubMed:18723682, PubMed:20560668, PubMed:21256037, PubMed:31387991). Interacts (via C-terminus) with ASF1; the interaction is direct (PubMed:17320445, PubMed:17690098, PubMed:29300933, PubMed:31387991). Interacts with histone H3/H4 heterodimers via histone H3 (PubMed:19172748, PubMed:21454705). {ECO:0000269|PubMed:17272723, ECO:0000269|PubMed:17320445, ECO:0000269|PubMed:17369253, ECO:0000269|PubMed:17690098, ECO:0000269|PubMed:18719104, ECO:0000269|PubMed:18723682, ECO:0000269|PubMed:19172748, ECO:0000269|PubMed:20560668, ECO:0000269|PubMed:21256037, ECO:0000269|PubMed:21454705, ECO:0000269|PubMed:29300933, ECO:0000269|PubMed:31387991}.
Q07800	Q07800	SUBUNIT: Interacts with WHI2. {ECO:0000269|PubMed:12090248}.
Q07804	Q07804	NA
Q07807	Q07807	NA
Q07821	Q07821	NA
Q07824	Q07824	NA
Q07825	Q07825	SUBUNIT: Homodimer (By similarity). Interacts with FRA2. {ECO:0000250, ECO:0000269|PubMed:18281282}.
Q07830	Q07830	NA
Q07845	Q07845	NA
Q07878	Q07878	SUBUNIT: Interacts (via SHR-BD domain) with SPO71 (via PxP motif); during prospore membrane formation (PubMed:24036347, PubMed:30018089). Interacts (via SHR-BD domain) with YPT35 (via PxP motif) (PubMed:30018089). Interacts (via SHR-BD domain) with MCP1 (via PxP motif) (PubMed:28864540, PubMed:30018089). Interacts with CDC31 (PubMed:28122955). Interacts (via C-terminus) with ARF1; the interaction is direct (PubMed:34830155). Interacts with the actin cytoskeleton (PubMed:28334785). {ECO:0000269|PubMed:24036347, ECO:0000269|PubMed:28122955, ECO:0000269|PubMed:28334785, ECO:0000269|PubMed:28864540, ECO:0000269|PubMed:30018089, ECO:0000269|PubMed:34830155}.
Q07879	Q07879	SUBUNIT: Forms homooligomers. Interacts with ATG7 and ATG12. {ECO:0000269|PubMed:10508157, ECO:0000269|PubMed:16874032, ECO:0000269|PubMed:21193819, ECO:0000269|PubMed:22056771, ECO:0000269|PubMed:22993095, ECO:0000269|PubMed:23142976}.
Q07896	Q07896	SUBUNIT: Forms a heterodimer with NOC2. This complex may be associated with pre-ribosomal particles. Also interacts with MCM2, MCM5 and ORC1. {ECO:0000269|PubMed:11371346, ECO:0000269|PubMed:11583615, ECO:0000269|PubMed:12110182}.
Q07913	Q07913	SUBUNIT: Component of the Smc5-Smc6 complex which consists of KRE29, MMS21, NSE1, NSE3, NSE4, NSE5, SMC5 and SMC6. Interacts with SMC5 and SMC6. Interacts with NSE3. {ECO:0000269|PubMed:11927594, ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:15738391}.
Q07914	Q07914	SUBUNIT: Homodimer and heterodimer with PAM16/TIM16. Homodimerization may not be relevant in vivo, while heterodimerization is essential for activity regulation of mtHSP70. Component of the PAM complex, at least composed of mtHsp70, MGE1, TIM44, PAM16, PAM17 and PAM18/TIM14. Interacts directly with mtHsp70. Interacts directly with TIM17 subunit of the TIM23 complex. {ECO:0000269|PubMed:14517234, ECO:0000269|PubMed:14638855, ECO:0000269|PubMed:14981507, ECO:0000269|PubMed:15218029, ECO:0000269|PubMed:16105940, ECO:0000269|PubMed:16107694}.
Q07915	Q07915	SUBUNIT: Associated with nucleolar and cytoplasmic pre-60S particles (PubMed:12808088). At the end of biogenesis it dissociates from cytoplasmic pre-60S particles and is likely to be exchanged for its ribosomal homolog, RPL24 (PubMed:12808088, PubMed:23185031). Interacts (via C-terminus) with AFG2 (hexameric form); the interaction is direct, recruits AFG2 to pre-60S ribosomal particles and promotes AFG2 ATPase activity and RLP24 release from pre-60S ribosomal particles (PubMed:23185031). Interacts with NOG1; the interaction is direct (PubMed:12808088). {ECO:0000269|PubMed:12808088, ECO:0000269|PubMed:23185031}.
Q07923	Q07923	SUBUNIT: Homodimer. {ECO:0000269|PubMed:15184374}.
Q07930	Q07930	SUBUNIT: Belongs to the pre-mRNA retention and splicing (RES) complex composed of at least BUD13, IST3 and PML1.
Q07938	Q07938	SUBUNIT: Homotrimer. {ECO:0000255|HAMAP-Rule:MF_03155}.
Q07950	Q07950	NA
Q07953	Q07953	SUBUNIT: Associates with the 60S ribosomal subunit.
Q07963	Q07963	SUBUNIT: Interacts with MUB1, RPN4 and UBC2. {ECO:0000269|PubMed:10581257, ECO:0000269|PubMed:15504724, ECO:0000269|PubMed:18070918}.
Q08001	Q08001	SUBUNIT: Interacts with the ERMES complex. {ECO:0000269|PubMed:26119743}.
Q08004	Q08004	SUBUNIT: Associates with pre-60S ribosomal particles; released from the pre-60S particle very early in the cytoplasm. {ECO:0000269|PubMed:23045392}.
Q08032	Q08032	SUBUNIT: Assembles into a complex with MCM5/CDC46. Interacts with MCM10. {ECO:0000269|PubMed:15201046}.
Q08096	Q08096	SUBUNIT: Associates with U3 snoRNP but is not its structural component. Associates with RCL1.
Q08108	Q08108	NA
Q08109	Q08109	SUBUNIT: Monomer (PubMed:32327568). Has also been shown to form homodimers (PubMed:28682307). However, dimer assembly is likely to be non-physiological (PubMed:32327568). Forms homooligomers in a USA1-dependent manner (PubMed:20005842, PubMed:21074049). However, can function as a monomer in ERAD-L so the role of USA1-dependent oligomerization remains unclear (PubMed:32327568). Component of the HRD1 ubiquitin ligase complex which contains the E3 ligase HRD1, its cofactors HRD3, USA1 and DER1, substrate recruiting factor YOS9 and CDC48-binding protein UBX2 (PubMed:16873066). Within the complex, interacts directly with HRD3 and USA1 and indirectly with DER1 (PubMed:11018054, PubMed:16619026, PubMed:20005842, PubMed:21074049, PubMed:28682307). In ERAD-L, HRD3 and YOS9 jointly bind misfolded glycoproteins in the endoplasmic reticulum (ER) lumen (PubMed:32327568). Movement of ERAD-L substrates through the ER membrane is facilitated by HRD1 and DER1 which have lateral gates facing each other and which distort the membrane region between the lateral gates, making it much thinner than a normal phospholipid bilayer (PubMed:32327568). Substrates insert into the membrane as a hairpin loop with one strand interacting with DER1 and the other with HRD1 (PubMed:32327568). The HRD1 complex interacts with the heterotrimeric CDC48-NPL4-UFD1 ATPase complex which is recruited by UBX2 via its interaction with CDC48 and which moves ubiquitinated substrates to the cytosol for targeting to the proteasome (PubMed:16619026, PubMed:16873066). The HRD1 complex interacts with the ERAD substrates HMG1 and HMG2 (PubMed:11390656). Interacts with the associated E2 ubiquitin conjugating enzymes UBC1 and UBC7 with its membrane anchor CUE1 (PubMed:11146622). {ECO:0000269|PubMed:11018054, ECO:0000269|PubMed:11146622, ECO:0000269|PubMed:11390656, ECO:0000269|PubMed:16619026, ECO:0000269|PubMed:16873066, ECO:0000269|PubMed:20005842, ECO:0000269|PubMed:21074049, ECO:0000269|PubMed:28682307, ECO:0000269|PubMed:32327568}.
Q08144	Q08144	SUBUNIT: Interacts with VPS45. {ECO:0000269|PubMed:9930650}.
Q08162	Q08162	SUBUNIT: Component of the RNA exosome complex. The catalytically inactive RNA exosome core (Exo-9) complex which is believed to associate with catalytic subunits DIS3 and RRP6 in cytoplasmic- and nuclear-specific RNA exosome complex forms. Exo-9 is formed by a hexameric ring of RNase PH domain-containing subunits and peripheral S1 domain-containing components CSL4, RRP4 and RRP40 located on the top of the ring structure. DIS3 associates at the respective bottom side with Exo-9. Interacts with GSP1. {ECO:0000269|PubMed:10465791, ECO:0000269|PubMed:17173052, ECO:0000269|PubMed:17174896, ECO:0000269|PubMed:18374646, ECO:0000269|PubMed:19879841, ECO:0000269|PubMed:8896453, ECO:0000269|PubMed:9390555}.
Q08179	Q08179	SUBUNIT: Interacts with MBA1. Binds to mitoribosomes in order to recruit them to the mitochondrial inner membrane. {ECO:0000269|PubMed:20427570, ECO:0000269|PubMed:21718401}.
Q08193	Q08193	NA
Q08204	Q08204	SUBUNIT: Component of the Smc5-Smc6 complex which consists of KRE29, MMS21, NSE1, NSE3, NSE4, NSE5, SMC5 and SMC6. {ECO:0000269|PubMed:15738391}.
Q08214	Q08214	SUBUNIT: Interacts with MLH1. {ECO:0000269|PubMed:12042306}.
Q08215	Q08215	SUBUNIT: Interacts with PEX6 (PubMed:12808025). Interacts with PEX19; targets PEX15 to the peroxisome (PubMed:16763195). {ECO:0000269|PubMed:12808025, ECO:0000269|PubMed:16763195}.
Q08217	Q08217	NA
Q08218	Q08218	NA
Q08220	Q08220	SUBUNIT: Homodimer. {ECO:0000269|PubMed:12467574}.
Q08224	Q08224	NA
Q08229	Q08229	SUBUNIT: Interacts with NAP1 (via the central domain consisting of amino acids 143 to 362). Copurifies with ribosomes. {ECO:0000269|PubMed:18086883}.
Q08230	Q08230	SUBUNIT: Interacts with SDH1 within the SDH catalytic dimer. {ECO:0000255|HAMAP-Rule:MF_03057, ECO:0000269|PubMed:19628817}.
Q08231	Q08231	SUBUNIT: Heterodimer with THP1. The SAC3-THP1 complex interacts with CDC31 and SUS1, and with the mRNA export factor MEX67-MTR2, the TREX complex component SUB2, and the nucleoporin NUP1. {ECO:0000269|PubMed:12411502, ECO:0000269|PubMed:14718168, ECO:0000269|PubMed:15311284}.
Q08235	Q08235	SUBUNIT: Part of a complex that includes BRX1, RPF1, RPF2 and SSF1 or SSF2.
Q08236	Q08236	SUBUNIT: The target of rapamycin complex 2 (TORC2) is composed of at least AVO1, AVO2, BIT61, LST8, TOR2 and TSC11. TORC2 likely forms a homodimer. Contrary to TORC1, TORC2 does not bind to and is not sensitive to FKBP-rapamycin. AVO1 is required for TORC2 integrity by tethering AVO2 and TSC11 to the complex. {ECO:0000269|PubMed:12408816, ECO:0000269|PubMed:12631735, ECO:0000269|PubMed:16002396}.
Q08245	Q08245	SUBUNIT: Interacts with MID2. {ECO:0000269|PubMed:12949174}.
